sr_pmid,primary_pmid,sr_title,primary_title,cosine,cocit_count,cocit_j,bc_count,bc_j,age_abs_years,sr_comm,primary_comm
36505254,35772219,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Intermittent energy restriction ameliorates adipose tissue-associated inflammation in adults with obesity: A randomised controlled trial.,0.890421,0,0.0,0,0.0,0,1,108
36505254,36042436,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,The effect of pre-operative carbohydrate loading in femur fracture: a randomized controlled trial.,0.861091,1,0.038462,4,0.02963,0,1,111
38676554,8526579,Trends in preoperative carbohydrate load practice: A systematic review.,Preoperative gastric emptying. Effects of anxiety and oral carbohydrate administration.,0.918206,0,0.0,0,0.0,29,2,7
38676554,10459075,Trends in preoperative carbohydrate load practice: A systematic review.,Preoperative oral carbohydrates and postoperative insulin resistance.,0.917212,0,0.0,1,0.01,25,2,8
38676554,11682427,Trends in preoperative carbohydrate load practice: A systematic review.,A carbohydrate-rich drink reduces preoperative discomfort in elective surgery patients.,0.907678,0,0.0,1,0.009709,23,2,10
38676554,12631049,Trends in preoperative carbohydrate load practice: A systematic review.,"Effects of preoperative oral carbohydrates and peptides on postoperative endocrine response, mobilization, nutrition and muscle function in abdominal surgery.",0.867528,0,0.0,1,0.009346,21,2,11
38676554,15681099,Trends in preoperative carbohydrate load practice: A systematic review.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,0.774757,0,0.0,3,0.03,19,2,1
38676554,15739210,Trends in preoperative carbohydrate load practice: A systematic review.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,0.919031,0,0.0,2,0.019417,19,2,14
38676554,16387895,Trends in preoperative carbohydrate load practice: A systematic review.,"A carbohydrate-rich beverage prior to surgery prevents surgery-induced immunodepression: a randomized, controlled, clinical trial.",0.90769,0,0.0,3,0.027523,18,2,15
38676554,16919107,Trends in preoperative carbohydrate load practice: A systematic review.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,0.918206,0,0.0,1,0.010309,18,2,16
38676554,17454835,Trends in preoperative carbohydrate load practice: A systematic review.,Insulin resistance after cardiopulmonary bypass in the elderly patient.,0.889147,0,0.0,2,0.018182,17,2,18
38676554,18096368,Trends in preoperative carbohydrate load practice: A systematic review.,"Effects of preoperative carbohydrate loading on glucose metabolism and gastric contents in patients undergoing moderate surgery: a randomized, controlled trial.",0.867194,0,0.0,3,0.031579,16,2,2
38676554,18477073,Trends in preoperative carbohydrate load practice: A systematic review.,Pre-operative oral carbohydrate treatment before coronary artery bypass surgery.,0.918206,0,0.0,3,0.031579,16,2,19
38676554,19142085,Trends in preoperative carbohydrate load practice: A systematic review.,Effect of preoperative intravenous carbohydrate loading on preoperative discomfort in elective surgery patients.,0.895428,0,0.0,4,0.04,15,2,21
38676554,19190563,Trends in preoperative carbohydrate load practice: A systematic review.,A liberal preoperative fasting regimen improves patient comfort and satisfaction with anesthesia care in day-stay minor surgery.,0.907678,0,0.0,3,0.03125,13,2,22
38676554,19594087,Trends in preoperative carbohydrate load practice: A systematic review.,Effects of oral preoperative carbohydrate on early postoperative outcome after thyroidectomy.,0.867528,0,0.0,0,0.0,15,2,25
38676554,20177856,Trends in preoperative carbohydrate load practice: A systematic review.,The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,0.774518,0,0.0,3,0.02521,14,2,27
38676554,22450530,Trends in preoperative carbohydrate load practice: A systematic review.,"Total hip arthroplasty and perioperative oral carbohydrate treatment: a randomised, double-blind, controlled trial.",0.875277,0,0.0,5,0.053763,12,2,38
38676554,23406311,Trends in preoperative carbohydrate load practice: A systematic review.,A randomized placebo controlled trial of preoperative carbohydrate drinks and early postoperative nutritional supplement drinks in colorectal surgery.,0.90769,0,0.0,3,0.026316,11,2,42
38676554,23547623,Trends in preoperative carbohydrate load practice: A systematic review.,Oral carbohydrate supplementation reduces preoperative discomfort in laparoscopic cholecystectomy.,0.918474,0,0.0,3,0.028037,11,2,5
38676554,23757474,Trends in preoperative carbohydrate load practice: A systematic review.,Preoperative carbohydrate loading in patients undergoing coronary artery bypass or spinal surgery.,0.917212,0,0.0,4,0.036036,11,2,45
38676554,25609319,Trends in preoperative carbohydrate load practice: A systematic review.,Effects of preoperative carbohydrates drinks on immediate postoperative outcome after day care laparoscopic cholecystectomy.,0.867813,0,0.0,5,0.049505,9,2,53
38676554,25851776,Trends in preoperative carbohydrate load practice: A systematic review.,Does perioperative nutrition and oral carbohydrate load sustainably preserve muscle mass after bariatric surgery? A randomized control trial.,0.815101,0,0.0,7,0.066038,9,2,54
38676554,27038614,Trends in preoperative carbohydrate load practice: A systematic review.,Multimodal perioperative care plus immunonutrition versus traditional care in total hip arthroplasty: a randomized pilot study.,0.953535,0,0.0,1,0.009174,8,2,59
38676554,27096858,Trends in preoperative carbohydrate load practice: A systematic review.,"Enhanced muscle strength with carbohydrate supplement two hours before open cholecystectomy: a randomized, double-blind study.",0.913421,0,0.0,1,0.009524,8,2,60
38676554,28073036,Trends in preoperative carbohydrate load practice: A systematic review.,Does preoperative oral carbohydrate treatment reduce the postoperative surgical stress response in lumbar disc surgery?,0.814675,0,0.0,5,0.045872,7,2,63
38676554,28437263,Trends in preoperative carbohydrate load practice: A systematic review.,Evaluation of preoperative oral carbohydrate administration on insulin resistance in off-pump coronary artery bypass patients: A randomised trial.,0.897548,0,0.0,2,0.016807,7,2,2
38676554,28541810,Trends in preoperative carbohydrate load practice: A systematic review.,"Effects of a Carbohydrate-, Glutamine-, and Antioxidant-Enriched Oral Nutrition Supplement on Major Surgery-Induced Insulin Resistance: A Randomized Pilot Study.",0.867813,0,0.0,0,0.0,6,2,64
38676554,28582271,Trends in preoperative carbohydrate load practice: A systematic review.,"Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",0.917463,0,0.0,1,0.009804,6,2,65
38676554,29128103,Trends in preoperative carbohydrate load practice: A systematic review.,The benefits of a low dose complex carbohydrate/citrulline electrolyte solution for preoperative carbohydrate loading: Focus on glycemic variability.,0.775007,0,0.0,2,0.021277,6,2,66
38676554,29157765,Trends in preoperative carbohydrate load practice: A systematic review.,The Effect of Preoperative Oral Carbohydrate Solution Intake on Patient Comfort: A Randomized Controlled Study.,0.775007,0,0.0,9,0.084906,7,2,67
38676554,29222891,Trends in preoperative carbohydrate load practice: A systematic review.,Effects of preoperative oral carbohydrate therapy on perioperative glucose metabolism during oral- maxillofacial surgery: randomised clinical trial.,0.867813,0,0.0,0,0.0,6,2,68
38676554,29454501,Trends in preoperative carbohydrate load practice: A systematic review.,"Postoperative inflammation and insulin resistance in relation to body composition, adiposity and carbohydrate treatment: A randomised controlled study.",0.899401,0,0.0,2,0.017391,5,2,73
38676554,29915986,Trends in preoperative carbohydrate load practice: A systematic review.,The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,0.770014,0,0.0,3,0.026087,6,2,74
38676554,29915988,Trends in preoperative carbohydrate load practice: A systematic review.,"Effects of Preoperative Oral Carbohydrates on Quality of Recovery in Laparoscopic Cholecystectomy: A Randomized, Double Blind, Placebo-Controlled Trial.",0.867813,0,0.0,5,0.05102,6,2,75
38676554,30497695,Trends in preoperative carbohydrate load practice: A systematic review.,A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,0.907409,1,0.026316,6,0.061224,5,2,77
38676554,30644785,Trends in preoperative carbohydrate load practice: A systematic review.,Preoperative Carbohydrate Loading in Gynecological Patients Undergoing Combined Spinal and Epidural Anesthesia.,0.917463,0,0.0,5,0.045455,4,2,78
38676554,30916121,Trends in preoperative carbohydrate load practice: A systematic review.,Benefits of Fasting Abbreviation with Carbohydrates and Omega-3 Infusion During CABG: a Double-Blind Controlled Randomized Trial.,0.883255,0,0.0,0,0.0,5,2,79
38676554,31021880,Trends in preoperative carbohydrate load practice: A systematic review.,Effect of pre-operative oral carbohydrate loading on recovery after day-case cholecystectomy: A randomised controlled trial.,0.89587,0,0.0,9,0.085714,5,2,80
38676554,31083704,Trends in preoperative carbohydrate load practice: A systematic review.,"Effects of preoperative oral carbohydrate intake on catabolism, nutrition and adipocytokines during minor surgery: A randomized, prospective, controlled clinical phase II trial.",0.868171,0,0.0,2,0.017241,5,2,81
38676554,31237547,Trends in preoperative carbohydrate load practice: A systematic review.,Decrease of Perforin Expressing Lymphocytes after On-Pump Coronary Artery Bypass Grafting Surgery Irrespective of Carbohydrate Preoperative Oral Feeding.,0.82486,0,0.0,0,0.0,5,2,83
38676554,31309323,Trends in preoperative carbohydrate load practice: A systematic review.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,0.907409,0,0.0,5,0.046296,5,2,84
38676554,31356274,Trends in preoperative carbohydrate load practice: A systematic review.,Simple Versus Complex Preoperative Carbohydrate Drink to Preserve Perioperative Insulin Sensitivity in Laparoscopic Colectomy: A Randomized Controlled Trial.,0.915489,1,0.090909,9,0.07438,4,2,85
38676554,31703648,Trends in preoperative carbohydrate load practice: A systematic review.,Influence of pre-operative oral carbohydrate loading vs. standard fasting on tumor proliferation and clinical outcome in breast cancer patients ─ a randomized trial.,0.846925,0,0.0,0,0.0,5,2,86
38676554,31968595,Trends in preoperative carbohydrate load practice: A systematic review.,Impact of Enhanced Recovery after Surgery with Preoperative Whey Protein-Infused Carbohydrate Loading and Postoperative Early Oral Feeding among Surgical Gynecologic Cancer Patients: An Open-Labelled Randomized Controlled Trial.,0.884008,0,0.0,2,0.018182,4,2,87
38676554,32025843,Trends in preoperative carbohydrate load practice: A systematic review.,Impact of oral carbohydrate consumption prior to cesarean delivery on preoperative well-being: a randomized interventional study.,0.884111,0,0.0,5,0.04386,4,2,88
38676554,32856619,Trends in preoperative carbohydrate load practice: A systematic review.,"Effects of a Preoperative Carbohydrate-Rich Drink Before Ambulatory Surgery: A Randomized Controlled, Double-Blinded Study.",0.868171,0,0.0,5,0.05102,4,2,90
38676554,33218878,Trends in preoperative carbohydrate load practice: A systematic review.,"The Effect of Preoperative Oral Versus Parenteral Dextrose Supplementation on Pain, Nausea, and Quality of Recovery After Laparoscopic Cholecystectomy.",0.773609,0,0.0,7,0.070707,3,2,91
38676554,33239219,Trends in preoperative carbohydrate load practice: A systematic review.,Effect of Preoperative Oral Carbohydrate Administration on Patients Undergoing Cesarean Section with Epidural Anesthesia: A Pilot Study.,0.89587,0,0.0,8,0.074074,3,2,4
38676554,33277162,Trends in preoperative carbohydrate load practice: A systematic review.,Pre-operative carbohydrate loading prior to elective caesarean delivery: a randomised controlled trial.,0.918206,0,0.0,1,0.010204,3,2,92
38676554,33403738,Trends in preoperative carbohydrate load practice: A systematic review.,"Safety and feasibility of oral carbohydrate consumption before cesarean delivery on patients with gestational diabetes mellitus: A parallel, randomized controlled trial.",0.84941,0,0.0,5,0.045045,3,2,94
38676554,33752148,Trends in preoperative carbohydrate load practice: A systematic review.,Effects of preoperative oral single-dose and double-dose carbohydrates on insulin resistance in patients undergoing gastrectomy:a prospective randomized controlled trial.,0.867388,1,0.076923,5,0.042735,3,2,96
38676554,34016554,Trends in preoperative carbohydrate load practice: A systematic review.,"The influence of preoperative carbohydrate loading on postoperative outcomes in bariatric surgery patients: a randomized, controlled trial.",0.774757,0,0.0,4,0.040404,3,2,97
38676554,34620123,Trends in preoperative carbohydrate load practice: A systematic review.,The impact of oral carbohydrate-rich supplement taken two hours before caesarean delivery on maternal and neonatal perioperative outcomes -- a randomized clinical trial.,0.774757,0,0.0,6,0.058252,3,2,99
38676554,34739947,Trends in preoperative carbohydrate load practice: A systematic review.,Enhanced recovery after elective craniotomy: A randomized controlled trial.,0.913007,0,0.0,2,0.016529,2,2,100
38676554,35006328,Trends in preoperative carbohydrate load practice: A systematic review.,Preoperative Carbohydrate Drink Intake Increases Glycemic Variability in Patients with Type 2 Diabetes Mellitus in Total Joint Arthroplasty: A Prospective Randomized Trial.,0.917212,0,0.0,6,0.052174,2,2,102
38676554,35312650,Trends in preoperative carbohydrate load practice: A systematic review.,Effects of Preoperative Carbohydrate-rich Drinks on Immediate Postoperative Outcomes in Total Knee Arthroplasty: A Randomized Controlled Trial.,0.868171,0,0.0,0,0.0,2,2,104
38676554,35576534,Trends in preoperative carbohydrate load practice: A systematic review.,Effect of Preoperative Oral Carbohydrates on Insulin Resistance in Older Adults Who Underwent Total Hip or Knee Arthroplasty: A Prospective Randomized Trial.,0.89587,0,0.0,3,0.025424,2,2,105
38676554,35606184,Trends in preoperative carbohydrate load practice: A systematic review.,"Perioperative optimization with nutritional supplements in patients undergoing gastrointestinal surgery for cancer: A randomized, placebo-controlled feasibility clinical trial.",0.903371,0,0.0,1,0.009174,2,2,106
38676554,35882375,Trends in preoperative carbohydrate load practice: A systematic review.,The effect of preoperative oral carbohydrate on the time to colostrum and amount of vaginal bleeding after elective cesarean section.,0.773609,0,0.0,2,0.019048,2,2,110
38676554,35949825,Trends in preoperative carbohydrate load practice: A systematic review.,Impact of preoperative carbohydrate loading on gastric volume in patients with type 2 diabetes.,0.884008,0,0.0,1,0.009174,2,2,3
38676554,36253448,Trends in preoperative carbohydrate load practice: A systematic review.,Efficacy and safety of pre-gastroscopy commercial carbohydrate-rich whey protein beverage vs. plain water: a randomised controlled trial.,0.890583,0,0.0,6,0.063158,2,2,112
39500131,17056939,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Preoperative oral carbohydrate administration to ASA III-IV patients undergoing elective cardiac surgery.,0.910019,0,0.0,0,0.0,18,3,17
39500131,21228246,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Randomized study of basal-bolus insulin therapy in the inpatient management of patients with type 2 diabetes undergoing general surgery (RABBIT 2 surgery).,0.950092,0,0.0,0,0.0,13,3,3
39500131,21242424,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Adherence to the enhanced recovery after surgery protocol and outcomes after colorectal cancer surgery.,0.882561,0,0.0,1,0.015625,13,3,32
39500131,29282506,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,"The Use of a Pre-operative Carbohydrate Drink in Patients with Diabetes Mellitus: A Prospective, Non-inferiority, Cohort Study.",0.90795,0,0.0,1,0.021739,6,3,70
39500131,32433428,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Preoperative Carbohydrate Drinks Do Not Decrease Postoperative Nausea and Vomiting in Type 2 Diabetic Patients Undergoing Total Knee Arthroplasty-A Randomized Controlled Trial.,0.910019,0,0.0,2,0.033898,3,3,89
39500131,33403738,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,"Safety and feasibility of oral carbohydrate consumption before cesarean delivery on patients with gestational diabetes mellitus: A parallel, randomized controlled trial.",0.982152,0,0.0,1,0.015625,3,3,94
39500131,34995804,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Preoperative carbohydrate loading with individualized supplemental insulin in diabetic patients undergoing gastrointestinal surgery: A randomized trial.,0.9104,0,0.0,5,0.074627,2,3,101
39500131,35006328,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Preoperative Carbohydrate Drink Intake Increases Glycemic Variability in Patients with Type 2 Diabetes Mellitus in Total Joint Arthroplasty: A Prospective Randomized Trial.,0.9104,0,0.0,4,0.060606,2,3,102
39500131,35949825,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Impact of preoperative carbohydrate loading on gastric volume in patients with type 2 diabetes.,0.946984,0,0.0,4,0.072727,2,3,3
39500131,36266449,Clinical effectiveness and safety of preoperative oral carbohydrate loading in patients with diabetes: A systematic review.,Effect of pre-operative carbohydrate loading on aspiration risk evaluated with ultrasonography in type 2 diabetes patients: a prospective observational pilot study.,0.895068,0,0.0,5,0.073529,2,3,113
39842663,8149032,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Glucose infusion instead of preoperative fasting reduces postoperative insulin resistance.,0.702742,0,0.0,0,0.0,31,4,6
39842663,11254464,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Preoperative oral carbohydrate treatment attenuates immediate postoperative insulin resistance.,0.808509,0,0.0,2,0.03125,24,4,9
39842663,19363695,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",0.80672,0,0.0,2,0.031746,16,4,23
39842663,20101593,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Randomized clinical trial to compare the effects of preoperative oral carbohydrate versus placebo on insulin resistance after colorectal surgery.,0.908358,0,0.0,2,0.021505,15,4,26
39842663,20205227,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,0.908358,0,0.0,1,0.015625,15,4,29
39842663,20622656,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Cellular mechanisms underlying the protective effects of preoperative feeding: a randomized study investigating muscle and liver glycogen content, mitochondrial function, gene and protein expression.",0.922306,0,0.0,2,0.024096,15,4,30
39842663,22235107,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Evaluation of the effects of a preoperative 2-hour fast with maltodextrine and glutamine on insulin resistance, acute-phase response, nitrogen balance, and serum glutathione after laparoscopic cholecystectomy: a controlled randomized trial.",0.918428,0,0.0,2,0.027778,13,4,36
39842663,22444237,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Perioperative perturbations in carnitine metabolism are attenuated by preoperative carbohydrate treatment: Another mechanism by which preoperative feeding may attenuate development of postoperative insulin resistance.,0.858283,0,0.0,3,0.06383,13,4,37
39842663,23348639,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Ingestion of glutamine and maltodextrin two hours preoperatively improves insulin sensitivity after surgery: a randomized, double blind, controlled trial.",0.879271,0,0.0,5,0.079365,13,4,41
39842663,23612677,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Parenteral nutrition and preOp preparation in prevention of post-operative insulin resistance in gastrointestinal carcinoma.,0.899411,0,0.0,5,0.09434,12,4,43
39842663,23757474,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Preoperative carbohydrate loading in patients undergoing coronary artery bypass or spinal surgery.,0.806005,0,0.0,3,0.045455,12,4,45
39842663,26268133,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"ORGANIC INFLAMMATORY RESPONSE TO REDUCED PREOPERATIVE FASTING TIME, WITH A CARBOHYDRATE AND PROTEIN ENRICHED SOLUTION; A RANDOMIZED TRIAL.",0.708116,0,0.0,1,0.016949,10,4,55
39842663,26495916,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,0.908358,0,0.0,0,0.0,10,4,57
39842663,29454501,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Postoperative inflammation and insulin resistance in relation to body composition, adiposity and carbohydrate treatment: A randomised controlled study.",0.897048,0,0.0,4,0.059701,6,4,73
39842663,30401602,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,The Effect of Preoperative Oral Carbohydrate Administration on Insulin Resistance and Comfort Level in Patients Undergoing Surgery.,0.866489,0,0.0,5,0.086207,6,4,76
39842663,31309323,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,0.847879,0,0.0,5,0.080645,6,4,84
39842663,32155622,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Preoperative Oral Carbohydrate Reduces Postoperative Insulin Resistance by Activating AMP-Activated Protein Kinase after Colorectal Surgery.,0.806799,0,0.0,4,0.063492,5,4,4
39842663,33239219,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Effect of Preoperative Oral Carbohydrate Administration on Patients Undergoing Cesarean Section with Epidural Anesthesia: A Pilot Study.,0.925883,0,0.0,2,0.029412,4,4,4
39842663,33752148,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,Effects of preoperative oral single-dose and double-dose carbohydrates on insulin resistance in patients undergoing gastrectomy:a prospective randomized controlled trial.,0.920038,0,0.0,2,0.027027,4,4,96
39842663,35718790,Different regimens of preoperative carbohydrate loading on insulin resistance: A network meta-analysis.,"Efficacy of the Oral Administration of Maltodextrin Fructose Before Major Abdominal Surgery: A Prospective, Multicenter Clinical Study.",0.757308,0,0.0,4,0.078431,3,4,107
40450020,12631049,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.","Effects of preoperative oral carbohydrates and peptides on postoperative endocrine response, mobilization, nutrition and muscle function in abdominal surgery.",0.888669,0,0.0,0,0.0,22,5,11
40450020,15681099,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,0.865535,0,0.0,0,0.0,20,5,1
40450020,15739210,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,0.94982,0,0.0,0,0.0,20,5,14
40450020,16919107,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,1.0,0,0.0,0,0.0,19,5,16
40450020,19363695,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.","Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",0.999978,0,0.0,1,0.012658,16,5,23
40450020,20177856,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,0.864979,0,0.0,2,0.022472,15,5,27
40450020,20205227,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,0.94982,0,0.0,4,0.052632,15,5,29
40450020,23547623,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Oral carbohydrate supplementation reduces preoperative discomfort in laparoscopic cholecystectomy.,0.954563,0,0.0,0,0.0,12,5,5
40450020,24548571,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,0.864979,0,0.0,1,0.013699,11,5,51
40450020,25364300,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",A randomized trial of preoperative oral carbohydrates in abdominal surgery.,0.946081,0,0.0,2,0.025,11,5,52
40450020,26495916,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,0.94982,0,0.0,0,0.0,10,5,57
40450020,28073036,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Does preoperative oral carbohydrate treatment reduce the postoperative surgical stress response in lumbar disc surgery?,0.893666,0,0.0,3,0.0375,8,5,63
40450020,28582271,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.","Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",0.999978,0,0.0,1,0.014085,7,5,65
40450020,29157765,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",The Effect of Preoperative Oral Carbohydrate Solution Intake on Patient Comfort: A Randomized Controlled Study.,0.86567,0,0.0,5,0.063291,8,5,67
40450020,29273446,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Stress hyperglycemia in general surgery: Why should we care?,0.919646,0,0.0,0,0.0,7,5,69
40450020,29915986,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,0.862941,0,0.0,3,0.035714,7,5,74
40450020,29915988,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.","Effects of Preoperative Oral Carbohydrates on Quality of Recovery in Laparoscopic Cholecystectomy: A Randomized, Double Blind, Placebo-Controlled Trial.",0.889026,0,0.0,2,0.028571,7,5,75
40450020,30401602,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",The Effect of Preoperative Oral Carbohydrate Administration on Insulin Resistance and Comfort Level in Patients Undergoing Surgery.,0.86567,0,0.0,4,0.054054,6,5,76
40450020,30497695,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,0.94622,0,0.0,3,0.042857,6,5,77
40450020,31096498,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Effects of preoperative oral carbohydrates on patients undergoing ESD surgery under general anesthesia: A randomized control study.,0.888867,0,0.0,4,0.052632,6,5,82
40450020,31309323,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,0.94622,0,0.0,3,0.037975,6,5,84
40450020,31356274,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Simple Versus Complex Preoperative Carbohydrate Drink to Preserve Perioperative Insulin Sensitivity in Laparoscopic Colectomy: A Randomized Controlled Trial.,0.949771,0,0.0,3,0.03125,5,5,85
40450020,32155622,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Preoperative Oral Carbohydrate Reduces Postoperative Insulin Resistance by Activating AMP-Activated Protein Kinase after Colorectal Surgery.,1.0,0,0.0,0,0.0,5,5,4
