sr_pmid,primary_pmid,sr_title,primary_title,year_sr,year_primary,weight
26212597,12581463,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Achievement of dietary fatty acid intakes in long-term controlled intervention studies: approach and methodology.,2016,2003.0,1.0
26212597,15800921,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Sequential, randomized trial of a low-fat, high-fiber diet and soy supplementation: effects on circulating IGF-I and its binding proteins in premenopausal women.",2016,2005.0,1.0
26212597,15530590,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,A combined breast health/weight loss intervention for Black women.,2016,2005.0,1.0
26212597,19786383,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,A good response to oil with medium- and long-chain fatty acids in body fat and blood lipid profiles of male hypertriglyceridemic subjects.,2016,2009.0,1.0
26212597,15514280,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,A 2-year soy intervention in premenopausal women does not change mammographic densities.,2016,2004.0,1.0
26212597,15563434,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Can a food frequency questionnaire be used to capture dietary intake data in a 4 week clinical intervention trial?,2016,2004.0,1.0
26212597,17261227,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Validation of a food-frequency questionnaire for measurement of nutrient intake in a dietary intervention study.,2016,2007.0,1.0
26212597,11223731,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Dietary support to underweight patients with end-stage pulmonary disease assessed for lung transplantation.,2016,2001.0,1.0
26212597,19198647,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Metabolic and behavioral compensations in response to caloric restriction: implications for the maintenance of weight loss.,2016,2009.0,1.0
26212597,12419788,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Baseline dietary fiber intake and colorectal adenoma recurrence in the wheat bran fiber randomized trial.,2016,2002.0,1.0
26212597,14594786,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Spread supplemented with moderate doses of vitamin E and carotenoids reduces lipid peroxidation in healthy, nonsmoking adults.",2016,2003.0,1.0
26212597,16818923,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effects of a Mediterranean-style diet on cardiovascular risk factors: a randomized trial.,2016,2006.0,1.0
26212597,15106797,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Effect of dietary fiber intake on blood pressure: a randomized, double-blind, placebo-controlled trial.",2016,2004.0,1.0
26212597,19747623,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,The effect of selenium supplementation on DTH skin responses in healthy North American men.,2016,2009.0,1.0
26212597,17179478,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Dietary fat reduction and breast cancer outcome: interim efficacy results from the Women's Intervention Nutrition Study.,2016,2006.0,1.0
26212597,15483780,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Adequate protein dietary restriction in diabetic and nondiabetic patients with chronic renal failure.,2016,2004.0,1.0
26212597,15897479,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Insulin sensitivity determines the effectiveness of dietary macronutrient composition on weight loss in obese women.,2016,2005.0,1.0
26212597,15983525,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Structured dietary advice incorporating walnuts achieves optimal fat and energy balance in patients with type 2 diabetes mellitus.,2016,2005.0,1.0
26212597,16087974,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Increasing dietary palmitic acid decreases fat oxidation and daily energy expenditure.,2016,2005.0,1.0
26212597,15383514,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effect of a mediterranean-style diet on endothelial dysfunction and markers of vascular inflammation in the metabolic syndrome: a randomized trial.,2016,2004.0,1.0
26212597,19145732,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Clinical trial: oral feeding with a soft diet compared with clear liquid diet as initial meal in mild acute pancreatitis.,2016,2008.0,1.0
26212597,12631049,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Effects of preoperative oral carbohydrates and peptides on postoperative endocrine response, mobilization, nutrition and muscle function in abdominal surgery.",2016,2003.0,1.0
26212597,17443854,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Randomized clinical trial of the impact of early enteral feeding on postoperative ileus and recovery.,2016,2007.0,1.0
26212597,15197199,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Effects of a high-fiber, low-fat diet intervention on serum concentrations of reproductive steroid hormones in women with a history of breast cancer.",2016,2004.0,1.0
26212597,16129086,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Perceived hunger is lower and weight loss is greater in overweight premenopausal women consuming a low-carbohydrate/high-protein vs high-carbohydrate/low-fat diet.,2016,2005.0,1.0
26212597,19366978,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Comparative study of the effects of a 1-year dietary intervention of a low-carbohydrate diet versus a low-fat diet on weight and glycemic control in type 2 diabetes.,2016,2009.0,1.0
26212597,12684358,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effect of weight loss and lifestyle changes on vascular inflammatory markers in obese women: a randomized trial.,2016,2003.0,1.0
26212597,15598683,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,The role of energy expenditure in the differential weight loss in obese women on low-fat and low-carbohydrate diets.,2016,2005.0,1.0
26212597,15277150,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Independent and additive effects of energy restriction and exercise on glucose and insulin concentrations in sedentary overweight men.,2016,2004.0,1.0
26212597,15277154,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,No difference in body weight decrease between a low-glycemic-index and a high-glycemic-index diet but reduced LDL cholesterol after 10-wk ad libitum intake of the low-glycemic-index diet.,2016,2004.0,1.0
26212597,15930487,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Weight loss and lipid changes with low-energy diets: comparator study of milk-based versus soy-based liquid meal replacement interventions.,2016,2005.0,1.0
26212597,15883418,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effects of an ad libitum low-glycemic load diet on cardiovascular disease risk factors in obese young adults.,2016,2005.0,1.0
26212597,15883439,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,A controlled 2-mo dietary fat reduction and soy food supplementation study in postmenopausal women.,2016,2005.0,1.0
26212597,17327309,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Does dairy calcium intake enhance weight loss among overweight diabetic patients?,2016,2007.0,1.0
26212597,15015147,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Proteasome production in human muscle during nutritional inhibition of myofibrillar protein degradation.,2016,2004.0,1.0
26212597,19328264,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Implementing a low-fat eating plan in the Women's Intervention Nutrition Study.,2016,2009.0,1.0
26212597,19176733,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Green tea catechin plus caffeine supplementation to a high-protein diet has no additional effect on body weight maintenance after weight loss.,2016,2009.0,1.0
26212597,18834717,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"D2 dopamine receptor Taq1A polymorphism, body weight, and dietary intake in type 2 diabetes.",2016,2009.0,1.0
26212597,15623461,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effects of low-fat and/or high-fruit-and-vegetable diets on plasma levels of 8-isoprostane-F2alpha in the Nutrition and Breast Health study.,2016,2004.0,1.0
26212597,11463999,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,A study of intensified dietary support in underweight candidates for lung transplantation.,2016,2001.0,1.0
26212597,12830025,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Three measures show high compliance in a soy intervention among premenopausal women.,2016,2003.0,1.0
26212597,16029006,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,In vivo investigation of changes in biomarkers of oxidative stress induced by plant food rich diets.,2016,2005.0,1.0
26212597,17487212,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"The effects of a high-fruit and -vegetable, high-fiber, low-fat dietary intervention on serum concentrations of insulin, glucose, IGF-I and IGFBP-3.",2016,2008.0,1.0
26212597,18453877,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Early oral intake after intra-abdominal gynecological oncology surgery.,2016,2008.0,1.0
26212597,17563030,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effect of a traditional Mediterranean diet on lipoprotein oxidation: a randomized controlled trial.,2016,2007.0,1.0
26212597,16020940,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Nutritional intervention study with argan oil in man: effects on lipids and apolipoproteins.,2016,2005.0,1.0
26212597,15642074,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effects of agar (kanten) diet on obese patients with impaired glucose tolerance and type 2 diabetes.,2016,2005.0,1.0
26212597,11730397,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Resistance training to counteract the catabolism of a low-protein diet in patients with chronic renal insufficiency. A randomized, controlled trial.",2016,2001.0,1.0
26212597,16176606,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Insulin-like growth factor-1 and binding protein-3 in a 2-year soya intervention among premenopausal women.,2016,2005.0,1.0
26212597,15939062,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Influence of alpha-linolenic acid and fish-oil on markers of cardiovascular risk in subjects with an atherogenic lipoprotein phenotype.,2016,2005.0,1.0
26212597,12600851,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Long-term effect of varying the source or amount of dietary carbohydrate on postprandial plasma glucose, insulin, triacylglycerol, and free fatty acid concentrations in subjects with impaired glucose tolerance.",2016,2003.0,1.0
26212597,18439712,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,A low-energy-dense diet adding fruit reduces weight and energy intake in women.,2016,2008.0,1.0
26212597,15738450,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Incidence of type 2 diabetes in the randomized multiple risk factor intervention trial.,2016,2005.0,1.0
26212597,12709466,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effects of comprehensive lifestyle modification on blood pressure control: main results of the PREMIER clinical trial.,2016,,1.0
26212597,18996857,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Comparison of 3 ad libitum diets for weight-loss maintenance, risk of cardiovascular disease, and diabetes: a 6-mo randomized, controlled trial.",2016,2008.0,1.0
26212597,15900307,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effects of soy supplementation on blood lipids and arterial function in hypercholesterolaemic subjects.,2016,2005.0,1.0
26212597,12588694,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Methods to increase fruit and vegetable intake with and without a decrease in fat intake: compliance and effects on body weight in the nutrition and breast health study.,2016,2002.0,1.0
26212597,15007396,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Long-term effects of a high-protein, low-carbohydrate diet on weight control and cardiovascular risk markers in obese hyperinsulinemic subjects.",2016,2004.0,1.0
26212597,18491071,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Beneficial effects of long-chain n-3 fatty acids included in an energy-restricted diet on insulin resistance in overweight and obese European young adults.,2016,2008.0,1.0
26212597,19226352,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Changes in biochemical indices of bone metabolism in post-menopausal women following a dietary intervention with fortified dairy products.,2016,2009.0,1.0
26212597,15877875,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Aleurone flour increases red-cell folate and lowers plasma homocyst(e)ine substantially in man.,2016,2005.0,1.0
26212597,15357694,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Nutritional changes among premenopausal women undertaking a soya based dietary intervention study in Hawaii.,2016,2004.0,1.0
26212597,15533901,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effects of a 2-year randomized soy intervention on sex hormone levels in premenopausal women.,2016,2004.0,1.0
26212597,17031005,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Dietary fiber intake: assessing the degree of agreement between food frequency questionnaires and 4-day food records.,2016,2006.0,1.0
26212597,18267998,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Efficacy of meal replacements versus a standard food-based diet for weight loss in type 2 diabetes: a controlled clinical trial.,2016,2008.0,1.0
26212597,16015257,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,A low-protein diet exacerbates postprandial chylomicron concentration in moderately dyslipidaemic subjects in comparison to a lean red meat protein-enriched diet.,2016,2005.0,1.0
26212597,15204314,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Levels of 5-hydroxymethyl-2'-deoxyuridine in DNA from women participating in an intervention trial of low-fat and low-energy diets.,2016,2004.0,1.0
26356689,20205227,"Enhanced Recovery After Surgery: Which Components, If Any, Impact on The Systemic Inflammatory Response Following Colorectal Surgery?: A Systematic Review.",Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2015,2010.0,1.009615
26968093,24548571,Acupuncture for substance use disorders: A systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2016,2014.0,1.0
27406637,24548571,Plea for routinely presenting prediction intervals in meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2016,2014.0,1.02422
27755384,24548571,Quality of meta-analyses for randomized trials in the field of hypertension: a systematic review.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2016,2014.0,1.000388
27773599,16919107,Fast track for open hepatectomy: A systemic review and meta-analysis.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2016,2006.0,1.0
27773599,20205227,Fast track for open hepatectomy: A systemic review and meta-analysis.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2016,2010.0,1.0
27908918,24548571,Alpha blockers for treatment of ureteric stones: systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2016,2014.0,1.0
28094814,24548571,Meta-analysis reveals associations between genetic variation in the 5' and 3' regions of Neuregulin-1 and schizophrenia.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2017,2014.0,1.0
28222625,19363695,Shortened preoperative fasting for prevention of complications associated with laparoscopic cholecystectomy: a meta-analysis.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",2017,2009.0,1.022523
28222625,26495916,Shortened preoperative fasting for prevention of complications associated with laparoscopic cholecystectomy: a meta-analysis.,Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,2017,2015.0,1.011628
28222625,23547623,Shortened preoperative fasting for prevention of complications associated with laparoscopic cholecystectomy: a meta-analysis.,Oral carbohydrate supplementation reduces preoperative discomfort in laparoscopic cholecystectomy.,2017,2013.0,1.007692
28222625,15739210,Shortened preoperative fasting for prevention of complications associated with laparoscopic cholecystectomy: a meta-analysis.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,2017,2005.0,1.00495
28286250,20205227,Change in muscle strength and muscle mass in older hospitalized patients: A systematic review and meta-analysis.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2017,2010.0,1.002907
28445352,15681099,Consensus Review of Optimal Perioperative Care in Breast Reconstruction: Enhanced Recovery after Surgery (ERAS) Society Recommendations.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2017,2005.0,1.002445
28445352,16919107,Consensus Review of Optimal Perioperative Care in Breast Reconstruction: Enhanced Recovery after Surgery (ERAS) Society Recommendations.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2017,2006.0,1.002247
28445352,12631049,Consensus Review of Optimal Perioperative Care in Breast Reconstruction: Enhanced Recovery after Surgery (ERAS) Society Recommendations.,"Effects of preoperative oral carbohydrates and peptides on postoperative endocrine response, mobilization, nutrition and muscle function in abdominal surgery.",2017,2003.0,1.001309
28524930,21407248,Nutrition support in hospitalised adults at nutritional risk.,Cost-effectiveness of a 3-month intervention with oral nutritional supplements in disease-related malnutrition: a randomised controlled pilot study.,2017,2011.0,1.013986
28524930,9061125,Nutrition support in hospitalised adults at nutritional risk.,Nutritional support and functional status in undernourished geriatric patients during hospitalization and 6-month follow-up.,2017,1996.0,1.012346
28524930,8878142,Nutrition support in hospitalised adults at nutritional risk.,A comparison between oral and nasogastric nutritional supplements in malnourished patients.,2017,1996.0,1.010563
28524930,23398636,Nutrition support in hospitalised adults at nutritional risk.,A randomized controlled trial comparing a standard postoperative diet with low-volume high-calorie oral supplements following colorectal surgery.,2017,2013.0,1.010309
28524930,14757395,Nutrition support in hospitalised adults at nutritional risk.,Does additional feeding support provided by health care assistants improve nutritional status and outcome in acutely ill older in-patients?--a randomised control trial.,2017,2004.0,1.009317
28524930,11463999,Nutrition support in hospitalised adults at nutritional risk.,A study of intensified dietary support in underweight candidates for lung transplantation.,2017,2001.0,1.008929
28524930,9309995,Nutrition support in hospitalised adults at nutritional risk.,Impact of nutritional support on functional status during an acute exacerbation of chronic obstructive pulmonary disease.,2017,1997.0,1.008721
28524930,11688936,Nutrition support in hospitalised adults at nutritional risk.,Protein energy supplements in unwell elderly patients--a randomized controlled trial.,2017,2001.0,1.008523
28524930,10798755,Nutrition support in hospitalised adults at nutritional risk.,A prospective randomized study of preoperative nutritional supplementation in patients awaiting elective orthotopic liver transplantation.,2017,2000.0,1.007576
28524930,2368979,Nutrition support in hospitalised adults at nutritional risk.,The immune response to short-term nutritional intervention in advanced chronic obstructive pulmonary disease.,2017,1990.0,1.007143
28524930,30055788,Nutrition support in hospitalised adults at nutritional risk.,Effect of perioperative oral nutritional supplementation in malnourished patients who undergo gastrectomy: A prospective randomized trial.,2017,2018.0,1.006897
28524930,21699587,Nutrition support in hospitalised adults at nutritional risk.,An unblinded randomised controlled trial of preoperative oral supplements in colorectal cancer patients.,2017,2011.0,1.006623
28524930,15297090,Nutrition support in hospitalised adults at nutritional risk.,Effect of nutritional support on clinical outcome in patients at nutritional risk.,2017,2004.0,1.006608
28524930,16688841,Nutrition support in hospitalised adults at nutritional risk.,Perioperative artificial nutrition in malnourished gastrointestinal cancer patients.,2017,2006.0,1.006536
28524930,3282825,Nutrition support in hospitalised adults at nutritional risk.,Dietary supplementation and respiratory muscle performance in patients with COPD.,2017,1988.0,1.005747
28524930,25062570,Nutrition support in hospitalised adults at nutritional risk.,Improvement of nutritional care after colon surgery: the impact of early oral nutrition in the postanesthesia care unit.,2017,2014.0,1.005495
28524930,23612677,Nutrition support in hospitalised adults at nutritional risk.,Parenteral nutrition and preOp preparation in prevention of post-operative insulin resistance in gastrointestinal carcinoma.,2017,2013.0,1.005263
28524930,18399256,Nutrition support in hospitalised adults at nutritional risk.,[Treatment of mild malnutrition and reduction of morbidity in major abdominal surgery: randomized trial on 153 patients].,2017,2008.0,1.005102
28524930,24634929,Nutrition support in hospitalised adults at nutritional risk.,Preoperative oral feeding reduces stress response after laparoscopic cholecystectomy.,2017,2013.0,1.005102
28524930,1456568,Nutrition support in hospitalised adults at nutritional risk.,Physiologic effects of oral supplemental feeding in malnourished patients with chronic obstructive pulmonary disease. A randomized control study.,2017,1992.0,1.00495
28524930,21336439,Nutrition support in hospitalised adults at nutritional risk.,Early postoperative oral feeding impacts positively in patients undergoing colonic resection: results of a pilot study.,2017,2010.0,1.004808
28524930,19448380,Nutrition support in hospitalised adults at nutritional risk.,A carbohydrate-rich drink shortly before surgery affected IGF-I bioavailability after a total hip replacement. A double-blind placebo controlled study on 29 patients.,2017,2009.0,1.004808
28524930,18453877,Nutrition support in hospitalised adults at nutritional risk.,Early oral intake after intra-abdominal gynecological oncology surgery.,2017,2008.0,1.004808
28524930,22683955,Nutrition support in hospitalised adults at nutritional risk.,Influence of preoperative oral feeding on stress response after resection for colon cancer.,2017,2012.0,1.004762
28524930,18924048,Nutrition support in hospitalised adults at nutritional risk.,[Liberalisation of preoperative fasting guidelines: effects on patient comfort and clinical practicability during elective laparoscopic surgery of the lower abdomen].,2017,2008.0,1.004762
28524930,12181715,Nutrition support in hospitalised adults at nutritional risk.,Enteral nutrition in surgical patients.,2017,2002.0,1.004673
28524930,18971605,Nutrition support in hospitalised adults at nutritional risk.,A comparison of the effectiveness of the early enteral and natural nutrition after pancreatoduodenectomy.,2017,2008.0,1.004673
28524930,15869128,Nutrition support in hospitalised adults at nutritional risk.,The economic impact of early enteral feeding in gastrointestinal surgery: a prospective survey of 51 consecutive patients.,2017,2005.0,1.00463
28524930,9135531,Nutrition support in hospitalised adults at nutritional risk.,Two phase randomised controlled clinical trial of postoperative oral dietary supplements in surgical patients.,2017,1997.0,1.004608
28524930,2119446,Nutrition support in hospitalised adults at nutritional risk.,Nutritional support after liver transplantation: a randomized prospective study.,2017,1990.0,1.004587
28524930,19519910,Nutrition support in hospitalised adults at nutritional risk.,Comparison of enteral nutrition with combined enteral and parenteral nutrition in post-pancreaticoduodenectomy patients: a pilot study.,2017,2009.0,1.004505
28524930,8748357,Nutrition support in hospitalised adults at nutritional risk.,Early enteral nutrition support in patients undergoing liver transplantation.,2017,1995.0,1.004464
28524930,11223731,Nutrition support in hospitalised adults at nutritional risk.,Dietary support to underweight patients with end-stage pulmonary disease assessed for lung transplantation.,2017,2001.0,1.004386
28524930,10405677,Nutrition support in hospitalised adults at nutritional risk.,Economic implications of an early postoperative enteral feeding protocol.,2017,1999.0,1.004348
28524930,3027267,Nutrition support in hospitalised adults at nutritional risk.,A randomized study of oral nutritional support versus ad lib nutritional intake during chemotherapy for advanced colorectal and non-small-cell lung cancer.,2017,1987.0,1.004292
28524930,19092350,Nutrition support in hospitalised adults at nutritional risk.,Anticatabolic effects of avoiding preoperative fasting by intravenous hypocaloric nutrition: a randomized clinical trial.,2017,2008.0,1.004132
28524930,11736967,Nutrition support in hospitalised adults at nutritional risk.,Randomized clinical trial of patient-controlled versus fixed regimen feeding after elective abdominal surgery.,2017,2001.0,1.004132
28524930,25364300,Nutrition support in hospitalised adults at nutritional risk.,A randomized trial of preoperative oral carbohydrates in abdominal surgery.,2017,2014.0,1.004065
28524930,22747890,Nutrition support in hospitalised adults at nutritional risk.,Oral nutrition or water loading before hip replacement surgery; a randomized clinical trial.,2017,2012.0,1.004032
28524930,3148039,Nutrition support in hospitalised adults at nutritional risk.,Improvement of nutritional measures during preoperative parenteral nutrition in patients selected by the prognostic nutritional index: a randomized controlled trial.,2017,1988.0,1.004
28524930,22788925,Nutrition support in hospitalised adults at nutritional risk.,Clinical application of immune-enhanced enteral nutrition in patients with advanced gastric cancer after total gastrectomy.,2017,2012.0,1.003968
28524930,21069355,Nutrition support in hospitalised adults at nutritional risk.,A simplified rehabilitation program for patients undergoing elective colonic surgery--randomized controlled clinical trial.,2017,2011.0,1.003906
28524930,23406311,Nutrition support in hospitalised adults at nutritional risk.,A randomized placebo controlled trial of preoperative carbohydrate drinks and early postoperative nutritional supplement drinks in colorectal surgery.,2017,2013.0,1.003876
28524930,3101530,Nutrition support in hospitalised adults at nutritional risk.,Immediate postoperative jejunostomy feeding. Clinical and metabolic results in a prospective trial.,2017,1987.0,1.003846
28524930,12414028,Nutrition support in hospitalised adults at nutritional risk.,Intravenous hydration versus naso-jejunal enteral feeding after esophagectomy: a randomised study.,2017,2002.0,1.003846
28524930,15981045,Nutrition support in hospitalised adults at nutritional risk.,Early enteral feeding by nasoenteric tubes in patients with perforation peritonitis.,2017,2005.0,1.003759
28524930,9324147,Nutrition support in hospitalised adults at nutritional risk.,Early postoperative enteral feeding improves whole body protein kinetics in upper gastrointestinal cancer patients.,2017,1997.0,1.003759
28524930,3088751,Nutrition support in hospitalised adults at nutritional risk.,A comparison of parenteral nutrition and early postoperative enteral feeding on the nitrogen balance after major surgery.,2017,1986.0,1.003731
28524930,16688845,Nutrition support in hospitalised adults at nutritional risk.,Early removing gastrointestinal decompression and early oral feeding improve patients' rehabilitation after colorectostomy.,2017,2006.0,1.00365
28524930,21820770,Nutrition support in hospitalised adults at nutritional risk.,"Perioperative nutrition in malnourished surgical cancer patients - a prospective, randomized, controlled clinical trial.",2017,2011.0,1.003571
28524930,10807893,Nutrition support in hospitalised adults at nutritional risk.,A randomised controlled trial evaluating the use of enteral nutritional supplements postoperatively in malnourished surgical patients.,2017,2000.0,1.003484
28524930,8410128,Nutrition support in hospitalised adults at nutritional risk.,"Effect of dietary counseling on food intake, body weight, response rate, survival, and quality of life in cancer patients undergoing chemotherapy: a prospective, randomized study.",2017,1993.0,1.003472
28524930,19152452,Nutrition support in hospitalised adults at nutritional risk.,Effect of preoperative immunonutrition and other nutrition models on cellular immune parameters.,2017,2009.0,1.003448
28524930,3057956,Nutrition support in hospitalised adults at nutritional risk.,The effect of supplementary oral nutrition in poorly nourished patients with chronic obstructive pulmonary disease.,2017,1988.0,1.003413
28524930,15684319,Nutrition support in hospitalised adults at nutritional risk.,"Dietary counseling improves patient outcomes: a prospective, randomized, controlled trial in colorectal cancer patients undergoing radiotherapy.",2017,2005.0,1.003409
